,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebelum_Crus1_L,Cerebelum_Crus1_R,Cerebelum_Crus2_L,Cerebelum_Crus2_R,Cerebelum_3_L,Cerebelum_3_R,Cerebelum_4_5_L,Cerebelum_4_5_R,Cerebelum_6_L,Cerebelum_6_R,Cerebelum_7b_L,Cerebelum_7b_R,Cerebelum_8_L,Cerebelum_8_R,Cerebelum_9_L,Cerebelum_9_R,Cerebelum_10_L,Cerebelum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10
0,-0.01860050865363498,-0.5909427494632818,0.8177945831907537,0.28362298843196265,0.4545156277544008,0.05658635496688343,0.32178910304123926,-0.08932378450858654,-0.10075832960315298,-0.12533075190965062,-0.11741439769121616,-0.13155369622235388,-0.17532204548677285,-0.04496046505379061,-0.19653636704712546,-0.1102516239654787,-0.39721663912154825,-0.5296725266822736,-0.16732355765599338,-0.28006213243752714,0.01021734784403486,0.33780843924961623,0.8527093441111145,0.6538223560758807,0.22768215639351158,0.31695268867741644,0.5206576165956699,0.1141578187018293,-0.28952972059791254,-0.4809935661254429,0.7648253256356936,0.4352346700810362,-0.484805074079045,-0.1785851841931819,0.08522889025125416,0.3401022374143211,0.5703988670529755,0.008500986589999067,0.7529657730497368,-0.3702862516606955,-0.11222367535275454,-0.6053287943802925,0.0601995479915502,0.23684597079205605,0.1587120709287518,-0.037507253933872046,0.0905290294448926,0.10707806125899134,0.0982807896600197,-0.16560678724535946,0.0261858296370075,-0.014086336924685935,-0.3673252022307525,0.012714601183255759,-0.05436985494250564,0.08076893180898012,-0.0775952138952293,-0.5328889899500563,0.3521912057108607,-0.09993674299089572,0.1443478643999045,-0.060400263965681496,-0.09106966984321217,-0.21629289536595428,0.1357428396460925,-0.02472042784420926,0.11816201622602024,0.02230179454109788,-0.30281467380167476,-0.13548443137859126,0.3870072846762692,0.091832531658804,-0.07296899014367539,-0.43024972628912894,0.3007630124784746,0.39111463522589046,0.10488073661171382,-0.7745443105874719,-0.5639845364221223,-0.6384933636712024,-0.2737361663719218,-0.019007086578154572,-0.5261683277953958,-0.5573857797500715,0.1345724031160867,-0.3646416298543042,0.3355919305600037,0.21953121598048264,-0.027855354436150843,-0.34093708105277404,0.43813765786953685,-0.06736428902255061,0.49231935789164133,-0.037072137472082024,0.3735293734599085,-0.4497458933211612,0.6225107937951581,0.3192808187918865,0.27468324244404874,0.21338430224391583,0.7245071880462363,-0.12504368199141314,-0.28481831531010604,0.005744099172419754,0.058227245393556004,0.653829228990232,0.7066549555639718,0.7312709302552418,0.21048053517284476,-0.34706355260162947,0.6899374050050469,0.2836012971396833,0.5418498639565644,0.5807728063073376,0.32515205895385824,0.2975764701145278
1,0.06850284113029485,-0.8643370283492066,1.1784679375901135,0.4188236316381421,0.6513817277855559,0.1591165880315644,0.40033084479770176,0.004696233568033163,0.00698568092833852,-0.1822265824042698,-0.05236915229519492,-0.05857942346984427,-0.13645702977405585,0.03443490503541755,-0.34494180480150893,-0.1395179864433803,-0.5681269357038475,-0.6978283318166248,-0.22163315831836006,-0.2951769739980955,0.05792511834168151,0.49176240055960224,1.2313269434485992,1.1043251195046775,0.3796186618436392,0.5747617136039312,0.7800924546807055,0.08613802396444133,-0.4705627125025444,-0.6596523156085956,1.1238709245390937,0.6618512822901105,-0.6565798865173911,-0.31375771230672067,0.0001623527430596721,0.3332820069352397,0.7707404193499803,-0.0551200418500715,0.984235826625221,-0.5037375972094064,-0.16836719825932198,-0.8157741531267548,0.06948320052459818,0.41003889088806234,0.10533012762186694,-0.07757297123554131,0.11376340339202924,0.14049559433977002,0.052898861027748476,-0.24924169372616523,-0.08381298626059519,-0.05927579697974786,-0.7829782985944309,-0.16056343194089212,-0.19044876620736187,0.030744692021078716,-0.14617937395200467,-0.829960327051541,0.44044642744392004,-0.19226878777188533,0.2914709614794309,0.04607866734565151,-0.19451736419274251,-0.26152492550077927,0.1559226855037152,0.012949401058328761,0.03439360863353183,0.016494158871365475,-0.4692037090848262,-0.3025920988742361,0.5199401667476979,0.11855039402988399,-0.1836800416019566,-0.6846989604069095,0.6889083493056604,0.5986370171219461,-0.04663641186762952,-1.2040426678175358,-0.757890322003722,-0.9535458588960665,-0.38186393092781484,-0.052960285081903286,-0.8108774623316456,-0.704404199199902,-0.010244306927502654,-0.47511462586258507,0.4231195741954964,0.20123660388779974,-0.13920632022483753,-0.5921514579866727,0.6893541944577124,-0.10313583771617765,0.7658426091677681,-0.09730238694490409,0.3659628332954286,-0.635786750555582,0.8390087988682308,0.40784877450750134,0.4057811876754695,0.38319031083551547,0.9618616686346544,-0.340575466797954,-0.468908805383279,-0.07601363860817813,-0.0640187749999024,0.845632290127684,1.1708039637367988,0.9678660015704812,0.39253341019191246,-0.3581046922505062,1.1551284800543125,0.2883369005519874,0.7110938203936235,0.961708726624012,0.5897330653388911,0.39275523239166915
2,0.10451060280755191,-1.124145102250054,1.3997388154678378,0.46938045917370386,0.6991669437710545,0.0706637115144747,0.395973179265612,0.03712299767883192,-0.041502392226546815,-0.3229418571239878,-0.13185307111070463,-0.04344740246450732,-0.17417950998882026,0.10732273752243437,-0.48574385388130603,-0.2103144332250523,-0.7045909108631822,-0.8414942453629417,-0.22078431559644546,-0.3011789093580173,0.18214374080853482,0.44099274127143046,1.537698477904887,1.461841524031801,0.41370751314332976,0.7505063401878989,0.8648420391123468,0.016059007823913188,-0.48259267772943437,-0.7394890461153303,1.3895568383552654,0.7905806908630554,-0.8246314950312427,-0.32194807817964827,-0.1351027170860635,0.3308851542805505,0.9608268351207921,-0.19737288437820696,1.2372597654748474,-0.698879719524793,-0.30616626338704717,-0.8991328547554861,0.09765293130319595,0.6407018717057257,-0.03452037671996612,-0.1123326173492488,0.15077680622377482,0.18757761471753304,0.0018390076562714455,-0.3452263253106941,-0.21908293412386456,-0.1348690322130674,-1.2461440552756755,-0.4012591989906365,-0.3987232607879221,-0.010862881310895791,-0.21105029854774415,-1.0846567428855225,0.48264083999440605,-0.2675703388388308,0.375721512574128,0.15786503145296482,-0.21208017852496633,-0.24921605431648283,0.2004059133625147,-0.025834166350047663,-0.04001933361282122,0.03917053201535053,-0.5076268428607364,-0.2679483434257499,0.4864097019689741,-0.05101648908990395,-0.3382163650184989,-0.9504810900742277,0.9698304715151997,0.7916734298728489,-0.2077682093667941,-1.5500487171460589,-0.9171649062159319,-1.1614390898528233,-0.42327930534586583,-0.07325517697961571,-0.9225285177547669,-0.7324838745495238,-0.27756357476120497,-0.6180515834434817,0.4416391284518226,0.14139633161291093,-0.2710934271681117,-0.8451566728291474,1.0267689964805258,-0.22894638832808936,0.8634734736404712,-0.15694758956557056,0.23696305852901267,-0.7422497236757744,1.061083377269544,0.5201191705475091,0.521317924145469,0.49262818660563956,1.2068705989315363,-0.6307434002024128,-0.5584085689970585,-0.21823523080401447,-0.14562574001608902,0.9345520784383072,1.493783260190269,1.2536090882753363,0.46615969510111666,-0.5853092810333622,1.602925886506202,0.36522968056214644,0.8177334117476852,1.2873128304301196,0.7687854719445835,0.5319882072333405
3,0.15128327955116672,-1.2455902349804902,1.369463084061513,0.38823967527339065,0.678311607692495,-0.1329217598788543,0.31250032636079034,0.035880902536153454,-0.16842618956456715,-0.45999894054403406,-0.23641051815973527,-0.023337476844783375,-0.20431822710729636,0.10480813599849483,-0.5806078630048389,-0.34778368677001825,-0.7858456395097406,-0.8713534366095215,-0.22681091863173056,-0.33607531211726044,0.34002955499037346,0.3004175459094397,1.7064215820041786,1.6919953771551044,0.4673960760679523,0.865058089491665,0.8071946060360893,-0.11991865273542035,-0.3649678235316335,-0.7254409897355154,1.5214333198850833,0.8445837469284054,-0.9101821446879339,-0.26392266331046144,-0.14558361347062007,0.35045186427760666,1.1868713985037553,-0.25187875564401824,1.4240475180212984,-0.842265502087463,-0.4971682289875994,-0.8267264484006606,0.1723790195530368,0.899275176149486,-0.18234149086260304,-0.13053190587401386,0.21227393513355852,0.26785808635680436,-0.037079687879975516,-0.4080053117251211,-0.2679910347513328,-0.19777648603615902,-1.5463912183113708,-0.6173157946685965,-0.5675749461581403,-0.01293690973777358,-0.2635100017004839,-1.2299362047881968,0.4840017446542902,-0.3706386525879919,0.365437905155463,0.29977908594003194,-0.1614284004585613,-0.2414105401975776,0.31633163324375346,-0.08618566444581283,-0.07589696148652014,0.07413625337714057,-0.42344292653898585,-0.12169880207326218,0.3593647390817333,-0.3856851277442565,-0.42480085686410485,-1.0540342809308647,1.0189035182649195,0.9452322546429581,-0.3219809712791174,-1.6300904769975917,-1.102374833821262,-1.2422335288902053,-0.368530793709103,-0.10990419384045855,-0.8843261120125924,-0.5452938765293647,-0.5721844608933032,-0.7284100262704138,0.43932539801671844,0.11351403117325491,-0.35750304924151377,-0.9089003080064894,1.3588907721913717,-0.3623197021085795,0.7440583681450783,-0.1785012400927074,0.170696189108094,-0.6751648919353437,1.1908086658924921,0.6193776572299303,0.5915314509187258,0.5655113803028904,1.301637075176858,-0.9763992381843698,-0.5241173561288106,-0.3684662281310777,-0.15940047907920352,0.8965525016294875,1.6075431667190028,1.474650284988168,0.34261213036287536,-1.0489577933870806,1.96825077946345,0.37497812741516495,0.8865574960997384,1.4469498010347503,0.9120767507476376,0.5860782412597789
4,0.2623280260902239,-1.1281169147743908,1.1414782470844895,0.1944716136245482,0.6546404796769688,-0.36481339628254333,0.20538654759076783,0.05786767555771895,-0.25356819899501853,-0.5921085609154527,-0.24099547334554075,0.07317773596172694,-0.22101058944282648,-0.001032399438386599,-0.6947931779501573,-0.6259462333509516,-0.8350094215836608,-0.7971104443241344,-0.2866215571881933,-0.4236527872011047,0.4417962174739455,0.12362635410198014,1.755547584192946,1.7714741419784865,0.5967509783936628,0.990359543629899,0.6153879411110229,-0.39936131576042083,-0.30583218917908395,-0.7015634921010369,1.5651343066365857,0.8460332598414089,-0.9183763721458551,-0.22533506498511463,0.075159186609508,0.3247185793359602,1.4159430487462614,-0.1590147144370802,1.4776062530171166,-0.9121595380468396,-0.6211261575904556,-0.6460317738027552,0.25505952210609634,1.0708078024242151,-0.3018037352101247,-0.12090744686104296,0.2978736612056008,0.39950173155057045,-0.08072862269437561,-0.4181897555033274,-0.1849117784530492,-0.2615649044645658,-1.66958423458348,-0.8075003307266875,-0.6405442157324714,0.002962876609497267,-0.24172000231916954,-1.2003263659758046,0.49992026957546115,-0.4716807321513194,0.2973493061235945,0.49612083078234787,-0.08821114173518987,-0.27542370740465344,0.4817452306225803,-0.1151274189538782,-0.07543336722288059,0.09698068678671797,-0.32246676354094794,0.07965675808786643,0.2608684391995267,-0.7740433321536712,-0.35272553771420956,-0.9132929890338825,0.8763406501186624,0.8995417993576413,-0.32549453415739743,-1.370807518938035,-1.3130621010927541,-1.2529955047447479,-0.24164263699531469,-0.1586376037366662,-0.7553229539576988,-0.1738280046238415,-0.6584085860176285,-0.6852020170671086,0.41918575943240893,0.15302271289738312,-0.3636251078883877,-0.7790815170889596,1.579274196209986,-0.41519173719287095,0.523230840640805,-0.1528873440699806,0.23324149383446388,-0.4054557068809362,1.2603955307773598,0.603608775580838,0.5910173549173537,0.658827427221883,1.199115861806064,-1.3317979474868822,-0.3654075216214147,-0.4559876024664213,-0.22398924239493959,0.7196041944987804,1.6375303839907873,1.596764692168751,0.20698647044712748,-1.540872617455124,2.3516912276913797,0.29527332436215914,0.9165567443793874,1.4502535372439338,1.1128083065128398,0.5976774334042491
5,0.43072571379164004,-0.7463858351594865,0.7822811784385668,-0.049049939207448885,0.6010869520887531,-0.6228093871937542,0.08929653934251763,0.13904751859612244,-0.2547062302154552,-0.7346000311794655,-0.07344184227688139,0.23202562035353583,-0.257707250767279,-0.14314319521642374,-0.8716402733858469,-1.0736830883793564,-0.766468280777047,-0.6504543947305395,-0.343197512949309,-0.4616520029712839,0.42263759597165435,-0.18008187025561848,1.5874100239440008,1.6058922519996521,0.6368875242509295,1.0573716755481117,0.2225886054368718,-0.7717116227029127,-0.3592264056254235,-0.6661598580910941,1.4068891525982885,0.6590616214160098,-0.9126091344196628,-0.2538105950845076,0.4095114978794367,0.2786778760601143,1.5335750376462058,-0.0006757977943666929,1.4110222263434142,-0.9518493540477777,-0.5804240676166494,-0.5021071216358258,0.3121285505662756,1.1253713597809392,-0.38985255053858825,-0.07738302778589023,0.38825376223756813,0.5797350140073746,-0.11583099043137234,-0.37083863044417553,0.009529691818591583,-0.3346564400058441,-1.6199763705334733,-0.966884448617862,-0.6269944006557435,0.0005862374074710457,-0.04599096301213989,-0.9373404988002989,0.5934955091798592,-0.4750833981097708,0.23759679749350107,0.7058553905033562,0.0073728199243805765,-0.2675335115216419,0.5999568941142345,-0.12203021489979378,-0.07085271189812668,0.10553492129959455,-0.23128308803552533,0.45137057086151766,0.11537439197918556,-1.116589378605692,-0.14144740471623846,-0.6544614310513188,0.699359890099525,0.7111858033344409,-0.22129313151784194,-0.8805157451344047,-1.4180374241052578,-1.2980566112258498,-0.06509559457073825,-0.16810160250868839,-0.5483136983747999,0.27721807223497763,-0.5221599920777544,-0.41677846320988177,0.302235771877647,0.2288035549303722,-0.3526095337656531,-0.54727179072977,1.7401661242924282,-0.39730163788466133,0.26286454519125696,-0.10399953665019314,0.23829698312819297,0.019585575163047285,1.3191726212197863,0.41496070921023653,0.5696265552399759,0.7234948734120877,1.0114273542801229,-1.6813184575058437,-0.01706505298063293,-0.426818583508846,-0.4088884767350406,0.42314142293734075,1.5935029527963755,1.5898930111864615,0.0852870812871403,-1.9154460661653754,2.8120770613276576,0.18736923656610108,0.8758204185936167,1.4461145432611082,1.424292244525314,0.7013342606380609
6,0.6351582152171567,-0.1329966839766935,0.3075458715924082,-0.27806910565229126,0.49486555367689644,-0.8692612780427895,-0.08960321528513217,0.27714880621132104,-0.1305296607011094,-0.8322301448243535,0.23454367161225395,0.4319114759727346,-0.2751639079148005,-0.27245443885867,-0.9973300124981674,-1.6043614408071358,-0.558979195420186,-0.38909179996171706,-0.31341978200712345,-0.2846532885327588,0.4144912419344535,-0.5087814864351613,1.140503380305265,1.223292410377688,0.5527224480142718,1.0306633772792517,-0.3324317386145359,-1.1315667641047586,-0.49192061286508804,-0.5861328849394352,0.9734079227617222,0.21201063580228807,-0.9030266304302504,-0.33161773437601083,0.7104567145234953,0.23721171513489966,1.4075183641163986,0.1754603935766717,1.2252657532609053,-0.93724965123582,-0.49561342387986596,-0.43352914835868456,0.380281621424126,1.1934231169536313,-0.4027639617187809,0.00980107871513022,0.4803716134170871,0.8466643778022017,-0.12171202613544106,-0.281926435820977,0.27888282273495674,-0.3546244649645741,-1.3442361309324573,-1.0197238275002256,-0.4800214463417222,0.07309187458589365,0.33297276252238434,-0.45158585102191773,0.7919893426129309,-0.3391997315132179,0.2742890062782442,0.8896887509591682,0.1594536066699576,-0.09038908425219846,0.5753686870984636,-0.1498202313224623,-0.09754869022691158,0.1123777951159209,-0.08882732984482597,0.8958786498430656,-0.1343547939037527,-1.4632274983739335,0.06982561783877932,-0.41254792399450985,0.6432045193284799,0.547938819839561,-0.09055004972678354,-0.4058210068321575,-1.3657840024539536,-1.3294550043470503,0.18484440753565562,-0.1012039291444333,-0.18628552746467525,0.7933390484541526,-0.3211268936944366,0.06132328228966028,0.08061860230531234,0.28230587801866247,-0.41628103779603826,-0.23535730386616546,1.851360859306943,-0.3788404887814542,-0.06254430489525831,-0.04488690939845781,0.1830773144917315,0.4401056165560972,1.2709115469079695,0.17774041707867405,0.5489419313709444,0.7282091505866672,0.8309399637863264,-2.0336904581627184,0.5458028990305285,-0.2593692403135329,-0.5815778097754072,0.13738338247633244,1.4367262004118972,1.4478528221408191,-0.10853829320583354,-2.0763179459478307,3.147137755616837,-0.03711816347225611,0.7189363294456814,1.47897755383251,1.7245975119519956,0.8684576854151851
7,0.8328552849749246,0.6306016418254832,-0.17347785910490193,-0.4383525444090163,0.3695855005008324,-0.9832864674944186,-0.3576906114456592,0.4201085198076157,0.04738337682074762,-0.8229638573882443,0.4797968108575625,0.5930139973450373,-0.2013718822458332,-0.436291929524776,-1.0167806318826842,-2.1087957413941765,-0.3247503237904443,-0.03310274831705503,-0.16765774516886947,0.13648587873725102,0.5719275281168006,-0.543131897128833,0.5999960518350052,0.8654744220319711,0.5156969642188188,1.0669355207772395,-0.8339266335094079,-1.3271711321318576,-0.6699059972334248,-0.5484844264252761,0.4500851461835756,-0.32634843932219276,-0.8799068744003495,-0.32566978468130403,0.910752578097447,0.13561577224480414,0.9622565259716138,0.30883795532552183,0.9391801246567322,-0.8234966574591099,-0.34099993801130657,-0.3358713544085751,0.41136067381876407,1.256923656574848,-0.38445177099515876,0.13252280030995975,0.5375766926359886,1.1078712258153036,-0.13799067893836775,-0.22445406854972988,0.4977320932676619,-0.29642025968315733,-0.8718620645534381,-0.8979868572426962,-0.2829797282498482,0.3109200573049179,0.8632993205771082,0.18357142468682985,0.9636434462301283,-0.13420463198807583,0.3847888066043865,1.042594638962222,0.3542766479038403,0.22801087081748822,0.3952978691922801,-0.19870254164047083,-0.17533615955742718,0.08618761849413183,0.11716036727232082,1.225753483048035,-0.44951309300533043,-1.9840185806670558,0.19499830888995728,-0.201489292243901,0.758211846501255,0.46823722808772644,0.04245843511104153,-0.05109396277978894,-1.1995643714478093,-1.1584560881719024,0.4406924161224681,0.0007790871815500725,0.33244097856958765,1.3675335901046155,-0.18578578493662082,0.6506280708136645,-0.15847685952678187,0.27928622827147115,-0.5470421795994188,0.12788257458902064,1.7364455221034276,-0.39895234198646073,-0.35639762796024066,0.009778676337014477,0.16859492394087944,0.6976294118875267,0.9772926413939644,-0.0010018424947486329,0.42680714408927717,0.6928243837546142,0.7165185374972546,-2.2394776982915277,1.088774034573984,-0.013777339294848921,-0.6692667405174337,-0.05199000260300515,1.1118352421466633,1.2213369557089493,-0.15409637469085205,-1.7340110794680117,3.022254294625794,-0.5009948420831126,0.36793499312802824,1.4505235836725325,1.839267009526551,0.9713385192765871
8,1.167386100349956,2.1290528071847996,-0.8358031387449639,-0.5360188094020274,0.4201260714204898,-0.5616700549467778,-0.967469620712244,0.6445937390913751,0.23007409363486447,-0.6738724149285176,0.4536779102474291,0.47026636504411023,0.05447683724921384,-0.7996484785344731,-0.9421005196753852,-2.1957241563666874,0.3323091565949593,0.6920007552766714,0.24807929491943317,1.2242398769589486,0.751244033894976,0.25232046454461243,-0.3307902228088868,0.6234399620141216,0.4710567342593034,1.2569187646133904,-0.606034539263478,-0.7491090771239245,-0.48693246157692616,-0.37229892690506816,-0.3493525654169069,-0.8986953537484867,-0.7373942812540015,-0.23655900966504248,0.9919828783739028,0.011694379573638159,-0.3162579477811722,0.22777065131181887,0.11690207420029763,-0.1326338516375085,0.7878278690802151,0.059629440892369504,0.1303816238646387,0.8376245898896716,-0.6423596965092216,0.14946626675095506,0.20587526801427064,0.8542045094824967,-0.39861410157627564,-0.39355341571321095,0.17306364866888466,-0.3177520006996008,-0.09338489444585699,-0.6012925969116033,-0.29647706663210877,0.6607549767204698,2.0630987440994186,1.438786371567359,0.528537092999168,0.09296741662656194,0.37177919698831097,1.176235934963855,0.5461946330404892,0.7463321643075084,-0.13203040065099048,-0.2649680277971036,-0.6396143312340681,-0.26503644564517703,0.7265105485922895,1.5195696205976186,-1.1267723140346273,-2.570481899263182,0.4380088424433328,0.16406934701267306,1.0202648636715763,0.5855553825351729,0.5976967325335726,0.5595579312803103,-0.5691274708572329,-0.23251745876789282,0.6937407783881487,0.1776888764382066,1.1044549009905422,1.9197375517628275,-0.0812587603930571,1.6247803724306549,-0.5112593067316633,0.4635036467383161,-0.5773427876058165,0.794098106983728,0.8752297032046593,-0.5842768164817924,-0.503855764389364,-0.014831142259975682,0.27638536901436245,0.9625527858852057,0.1258326874553077,-0.28000111331873717,-0.21109652550282706,0.21280430242551057,0.6621136780243483,-1.6610324175975502,1.1321895416143313,0.2124368602156239,-0.7216311181955257,-0.1808359205750437,-0.23101299096039538,0.17812571444348113,-0.13324167869408296,-0.15823018631358504,1.9052100198074737,-1.7907936946498997,-0.8792776069104595,0.9423348146768337,1.057123032537936,0.7003967525768513
9,1.1546192451558361,2.560654814265562,-1.1199869589366827,-0.6451913098671369,0.47091384835103556,-0.03537846704100878,-1.292704186402404,0.6466151672613661,0.34353637318278674,-0.5063375794920922,0.35390114964958247,0.34867689476076075,0.12225679618119865,-0.7955401541906143,-0.7004151174194733,-1.5552437195570612,0.7962136791098208,1.0585876748744527,0.34789873392363574,1.539783309367346,0.6951603471132227,0.6801536798117664,-0.6643255997036867,0.6429817860220095,0.37907074565245835,1.242788033468735,-0.06980439400923787,-0.3682496382087286,0.009034715889412863,-0.0015522981766096142,-0.5907457909142543,-0.9902028999441618,-0.507877914787786,-0.2627269830091551,0.8929765524257858,-0.06950743896726543,-0.8235251184257935,0.029884365662910396,-0.42537856296241333,0.33338659880279664,1.1982672433923143,0.28702949727332916,-0.043855346079212223,0.4878738152322952,-0.8502534089238295,-0.027590187376054922,-0.09504978252588102,0.4787316302247603,-0.6103449443205903,-0.5197720420810075,-0.32884170808227264,-0.48294005742149015,-0.16898146230494113,-0.6357397787874757,-0.3706347109141769,0.5314989101377301,2.3742416067672476,1.7763968091222724,0.11107395805024214,0.04963980647117273,0.27907055073785797,1.1271728655146884,0.4869611147038701,0.891876443658078,-0.3959626051238736,-0.269482195932899,-1.0132610921619847,-0.5379670658858595,0.9456132901557811,1.3780386489596226,-1.2329441029620687,-2.261862716855849,0.47216523972559427,0.14006653251311624,1.2021950532568177,0.5462966167551452,0.6717704341329673,0.7202949664876178,-0.2208683254082486,0.36811954720073137,0.7969362099979882,0.19833959544519716,1.1505792594432624,1.6980412041127728,-0.07696617977703826,1.834761344935871,-0.5985273181007259,0.6536530445565935,-0.4555612887540416,0.9262167791336214,0.44735194093557784,-0.7317672998432282,-0.4309981308040795,-0.07815232006216032,0.47240633261227033,1.2311070763724263,-0.19303909734066405,-0.20250728709376137,-0.4614372969173557,-0.14155834383533814,0.643476147159308,-1.3684069447407419,0.9730373835402656,0.034637346378592185,-0.6538570143329949,-0.08090894268877137,-0.7027698664831542,-0.31884240284439813,-0.19856774504635713,0.3686868637777109,1.2958990159099348,-2.1868893327363073,-1.5804166771546169,0.7445568256187333,0.3475379713816354,0.48137023354805997
